"accepted_taxa","original_taxa_GIFT","Dispersal.mode_1_GIFT","Dispersal.mode_2_GIFT","Flower.color_GIFT","Flower.length_max_cm_GIFT","Flower.length_min_cm_GIFT","Flower.width_max_cm_GIFT","Flower.width_min_cm_GIFT","Inflorescence_GIFT","Leaf.area_cm2_GIFT","Lifecycle_GIFT","Photosynthetic.pathway_GIFT","Plant.height_max_m_GIFT","Plant.height_mean_m_GIFT","Pollination.syndrome_1_GIFT","Pollination.syndrome_2_GIFT","Pollination.syndrome_3_GIFT","Seed.mass_g_GIFT","SLA_cm2.g-1_GIFT"
"Scleranthus annuus subsp. annuus","Scleranthus annuus","","","",NA,NA,NA,NA,"",0.058675,"Annual","C3",0.25,0.102,"Biotic","Insect","",0.000923571333333333,363.075
"Scleranthus perennis","Scleranthus perennis","Zoochorous","","",NA,NA,NA,NA,"",0.0462,"Perennial","C3",0.2,0.162,"Biotic","Insect","Insect",0.00146433333333333,189.3
"Sclerochloa dura","Sclerochloa dura","Zoochorous","","",NA,NA,NA,NA,"",NA,"Annual","C3",0.3,0.1,"Abiotic","Wind","",7e-04,NA
"Scolymus","Scolymus hispanicus_Scolymus maculatus","Unspecialized","Anthropochorous","Yellow",NA,NA,NA,NA,"",NA,"Annual","C3",0.95,NA,"Biotic","Insect","",0.00309666675,NA
"Scolymus hispanicus","Scolymus hispanicus","Unspecialized","Anthropochorous","Yellow",NA,NA,NA,NA,"",NA,"","C3",0.9,NA,"Biotic","Insect","",0.0046533335,NA
"Scolymus maculatus","Scolymus maculatus","","","",NA,NA,NA,NA,"",NA,"Annual","",1,NA,"","","",0.00154,NA
"Scorpiurus muricatus","Scorpiurus muricatus","","","Yellow",NA,NA,NA,NA,"",NA,"Annual","C3",0.8,0.8,"","","",0.01142541675,NA
"Scorpiurus subvillosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorpiurus vermiculatus","Scorpiurus vermiculatus","","","",NA,NA,NA,NA,"",NA,"Annual","C3",0.3,NA,"","","",0.00652,NA
"Scorzonera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzonera hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzoneroides","Scorzoneroides autumnalis","","","",NA,NA,NA,NA,"",3.0003,"Perennial","C3",0.75,0.2835,"Biotic","Insect","",0.0007467,264.24
"Scorzoneroides autumnalis","Scorzoneroides autumnalis","","","",NA,NA,NA,NA,"",3.0003,"Perennial","C3",0.75,0.2835,"Biotic","Insect","",0.0007467,264.24
"Scrophularia auriculata","Scrophularia auriculata","Hydrochorous","Hydrochorous","",0.9,NA,NA,NA,"",158.75667,"Perennial","C3",1.5,0.394,"Biotic","Insect","Bee",0.000111333333333333,228.25
"Scrophularia nodosa","Scrophularia nodosa","Anemochorous","","",NA,NA,NA,NA,"",81.66,"Perennial","C3",1.25,0.583,"Biotic","Insect","Bee",9.9e-05,260
"Scutellaria galericulata","Scutellaria galericulata","Hydrochorous","","",NA,NA,NA,NA,"",6.40417,"Perennial","C3",0.5,0.242,"Biotic","Insect","",0.0007065,395.07
"Secale","Secale cereale","","","",1.5,0.8,NA,NA,"Spike",NA,"Annual","C3",2,1.05,"Abiotic","Wind","Wind",0.0281875,NA
"Secale cereale","Secale cereale","","","",1.5,0.8,NA,NA,"Spike",NA,"Annual","C3",2,1.05,"Abiotic","Wind","Wind",0.0281875,NA
"Sedum","Sedum acre_Sedum album_Sedum anglicum_Sedum rubens","Hydrochorous_Unspecialized","Hydrochorous","",0.5,NA,NA,NA,"",0.19375,"Annual_Perennial","C3_Cam",0.166666666666667,0.06475,"Biotic","Insect","",3.030625e-05,248.75
"Sedum acre","Sedum acre","Hydrochorous","","",NA,NA,NA,NA,"",NA,"Perennial","C3",0.15,0.0585,"Biotic","Insect","",3.735e-05,109
"Sedum album","Sedum album","Unspecialized","","",NA,NA,NA,NA,"",0.235,"Perennial","C3",0.2,0.1025,"Biotic","Insect","",2.4875e-05,150.8
"Sedum anglicum","Sedum anglicum","Hydrochorous","Hydrochorous","",NA,NA,NA,NA,"",NA,"Perennial","Cam",NA,0.028,"","","",3.7e-05,398
"Sedum rubens","Sedum rubens","","","",0.5,NA,NA,NA,"",0.1525,"Annual","C3",0.15,0.07,"","","",2.2e-05,337.2
"Selinum carvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio","Senecio gallicus_Senecio inaequidens_Senecio leucanthemifolius_Senecio lividus_Senecio sylvaticus_Senecio vernalis_Senecio viscosus_Senecio vulgaris","Anemochorous","Anemochorous","Yellow",0.75,0.8,0.575,0.4,"Cyme_Panicle",18.31045,"Annual","C3",0.691666666666667,0.3735,"Biotic","Insect","Insect",0.000331183333333333,256.484
"Senecio gallicus","Senecio gallicus","Anemochorous","Anemochorous","",NA,NA,NA,NA,"",NA,"Annual","",NA,NA,"","","",NA,NA
"Senecio inaequidens","Senecio inaequidens","","","",NA,NA,NA,NA,"",2.81375,"","C3",1.1,0.6,"Biotic","Insect","Insect",0.00025,224.45
"Senecio leucanthemifolius","Senecio leucanthemifolius","","","Yellow",0.5,NA,0.7,NA,"Cyme",NA,"Annual","",0.3,NA,"","","",NA,NA
"Senecio lividus","Senecio lividus","","","",NA,NA,NA,NA,"",NA,"Annual","",NA,NA,"","","",NA,NA
"Senecio sylvaticus","Senecio sylvaticus","Anemochorous","","",NA,NA,NA,NA,"",53.36,"Annual","C3",1.2,0.3875,"Biotic","Insect","",0.000248666666666667,295
"Senecio vernalis","Senecio vernalis","","","",NA,NA,NA,NA,"",14.6485,"Annual","C3",0.45,0.26,"Biotic","Insect","Insect",0.000179,240.1
"Senecio viscosus","Senecio viscosus","","","",NA,NA,NA,NA,"",15.6,"Annual","C3",0.6,0.3,"Biotic","Insect","",0.000518,224.67
"Senecio vulgaris","Senecio vulgaris","Anemochorous","Anemochorous","Yellow",1,0.8,0.45,0.4,"Panicle",5.13,"Annual","C3",0.5,0.32,"Biotic","Insect","",0.00046025,298.2
"Senecio vulgaris subsp. vulgaris","Senecio vulgaris","Anemochorous","Anemochorous","Yellow",1,0.8,0.45,0.4,"Panicle",5.13,"Annual","C3",0.5,0.32,"Biotic","Insect","",0.00046025,298.2
"Serapias lingua","Serapias lingua","","","",NA,NA,NA,NA,"",NA,"Perennial","",NA,NA,"","","",NA,NA
"Serapias vomeracea","Serapias vomeracea","","","",NA,NA,NA,NA,"",NA,"Perennial","",0.5,NA,"","","",NA,NA
"Setaria","Setaria adhaerens_Setaria faberi_Setaria italica_Setaria parviflora_Setaria pumila_Setaria verticillata_Setaria viridis","Unspecialized_Zoochorous","Anthropochorous","",0.19,0.15,NA,NA,"Panicle",28.4333333333333,"Annual_Perennial","C4",1.81428571428571,0.67325,"Abiotic","Wind","Wind",0.00139977241666667,234.37
"Setaria adhaerens","Setaria adhaerens","Unspecialized","Anthropochorous","",0.18,0.15,NA,NA,"Panicle",NA,"Annual","C4",0.5,NA,"Abiotic","Wind","",8e-04,NA
"Setaria faberi","Setaria faberi","","","",NA,NA,NA,NA,"",NA,"Annual","",0.6,NA,"","","",0.002025,NA
"Setaria italica","Setaria italica","","","",NA,NA,NA,NA,"",56.385,"Annual","",1.5,0.87125,"Abiotic","Wind","Wind",0.00245277766666667,239.1
"Setaria italica subsp. italica","Setaria italica_Setaria viridis","","","",NA,NA,NA,NA,"Panicle",33.19625,"Annual","C4",2,0.688625,"Abiotic","Wind","Wind",0.00169746695833333,238.65
"Setaria italica subsp. viridis","Setaria viridis","","","",NA,NA,NA,NA,"Panicle",10.0075,"Annual","C4",2.5,0.506,"Abiotic","Wind","Wind",0.00094215625,238.2
"Setaria parviflora","Setaria parviflora","","","",0.2,NA,NA,NA,"Panicle",NA,"Perennial","C4",5,0.95,"Abiotic","Wind","",0.0009525,NA
"Setaria pumila","Setaria pumila","","","",NA,NA,NA,NA,"Panicle",18.9075,"Annual","C4",1.3,0.714,"Abiotic","Wind","Wind",0.00175155,225.81
"Setaria verticillata","Setaria verticillata","Zoochorous","","",NA,NA,NA,NA,"",NA,"Annual","C4",1.3,0.325,"Abiotic","Wind","Wind",0.000874423,NA
"Setaria verticillata var. ambigua","Setaria verticillata","Zoochorous","","",NA,NA,NA,NA,"",NA,"Annual","C4",1.3,0.325,"Abiotic","Wind","Wind",0.000874423,NA
"Sherardia","Sherardia arvensis","Unspecialized","","",NA,NA,0.5,0.4,"",0.125,"Annual","C3",0.4,0.1815,"Biotic","Insect","",0.00168866666666667,224.67
"Sherardia arvensis","Sherardia arvensis","Unspecialized","","",NA,NA,0.5,0.4,"",0.125,"Annual","C3",0.4,0.1815,"Biotic","Insect","",0.00168866666666667,224.67
"Sicyos","Sicyos angulatus","","","",NA,NA,NA,NA,"",NA,"Annual","C3",6,NA,"","","",0.093,NA
"Sicyos angulatus","Sicyos angulatus","","","",NA,NA,NA,NA,"",NA,"Annual","C3",6,NA,"","","",0.093,NA
"Sideritis romana","Sideritis romana","","","",NA,NA,NA,NA,"",NA,"Annual","C3",NA,NA,"","","",0.000516,NA
"Silaum silaus","Silaum silaus","","","",NA,NA,NA,NA,"",58.88,"Perennial","C3",1.2,0.483,"Biotic","Insect","Bee",0.001907375,174.33
"Silene","Silene baccifera_Silene bellidifolia_Silene conica_Silene conoidea_Silene cretica_Silene dichotoma_Silene dioica_Silene gallica_Silene italica_Silene latifolia_Silene muscipula_Silene nicaeensis_Silene noctiflora_Silene nocturna_Silene nutans_Silene stricta_Silene vulgaris","Anemochorous_Unspecialized_Zoochorous","Anthropochorous","Pink",2.16666666666667,1,NA,NA,"",14.2728125,"Annual_Perennial","C3",0.842857142857143,0.467083333333333,"Biotic","Insect","Butterfly_Insect",0.000760500308974359,254.67375
"Silene baccifera","Silene baccifera","Zoochorous","","",NA,NA,NA,NA,"",NA,"Perennial","C3",2,0.925,"Biotic","Insect","Insect",0.001414,NA
"Silene bellidifolia","Silene bellidifolia","","","",NA,NA,NA,NA,"",NA,"Annual","C3",NA,NA,"","","",NA,NA
"Silene conica","Silene conica","Unspecialized","","",NA,NA,NA,NA,"",NA,"Annual","C3",0.5,0.2325,"Biotic","Insect","",0.0003365,NA
"Silene conoidea","Silene conoidea","","","Pink",NA,NA,NA,NA,"",NA,"Annual","C3",0.6,0.425,"","","",0.0011084,NA
"Silene cretica","Silene cretica","Unspecialized","Anthropochorous","Pink",NA,NA,NA,NA,"",2.94,"Annual","C3",0.5,0.475,"","","",0.000838,231.3
"Silene dichotoma","Silene dichotoma","","","",NA,NA,NA,NA,"",10.4075,"","C3",1,0.39,"Biotic","Insect","Butterfly",0.001079,244.2
"Silene dioica","Silene dioica","Anemochorous","","",NA,NA,NA,NA,"",35.33,"Perennial","C3",0.9,0.5065,"Biotic","Insect","",0.0007495,361.07
"Silene dioica var. dioica","Silene dioica","Anemochorous","","",NA,NA,NA,NA,"",35.33,"Perennial","C3",0.9,0.5065,"Biotic","Insect","",0.0007495,361.07
"Silene gallica","Silene gallica","Unspecialized","","",1.5,1,NA,NA,"",4.49,"Annual","C3",0.5,0.288333333333333,"Biotic","Insect","",0.00037333325,345
"Silene italica","Silene italica","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",0.8,0.7,"","","",0.000625875,NA
"Silene latifolia","Silene latifolia","","","",NA,NA,NA,NA,"",17.625,"","C3",1.3,0.4875,"Biotic","Insect","Butterfly",0.000884208333333333,216.25
"Silene muscipula","Silene muscipula","","","Pink",NA,NA,NA,NA,"",NA,"Annual","C3",0.5,NA,"","","",NA,NA
"Silene nicaeensis","Silene nicaeensis","","","",NA,NA,NA,NA,"",NA,"","C3",NA,NA,"","","",NA,NA
"Silene noctiflora","Silene noctiflora","Unspecialized","","",NA,NA,NA,NA,"",18.825,"Annual","C3",0.9,0.406666666666667,"Biotic","Insect","",0.0010784665,219
"Silene nocturna","Silene nocturna","","","",NA,NA,NA,NA,"",NA,"Annual","C3",0.5,NA,"","","",0.00012,NA
"Silene nutans","Silene nutans","","","",2.5,1.5,NA,NA,"",12.77,"Perennial","C3",0.8,0.3835,"Biotic","Insect","",0.000402533333333333,221.87
"Silene nutans subsp. nutans","Silene nutans","","","",2.5,1.5,NA,NA,"",12.77,"Perennial","C3",0.8,0.3835,"Biotic","Insect","",0.000402533333333333,221.87
"Silene stricta","Silene stricta","","","",NA,NA,NA,NA,"",NA,"Annual","",NA,NA,"","","",NA,NA
"Silene vulgaris","Silene vulgaris","Unspecialized","","",2.5,0.5,NA,NA,"",11.795,"Perennial","C3",1,0.385,"Biotic","Insect","",0.0008766876,198.7
"Silene vulgaris subsp. vulgaris","Silene vulgaris","Unspecialized","","",2.5,0.5,NA,NA,"",11.795,"Perennial","C3",1,0.385,"Biotic","Insect","",0.0008766876,198.7
"Silphium perfoliatum","Silphium perfoliatum","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",2.5,1.8,"","","",0.00685,NA
"Silybum","Silybum marianum","Anemochorous","","",3.5,2,NA,NA,"",NA,"","C3",2.5,1.05,"Biotic","Insect","Insect",0.021785909,NA
"Silybum marianum","Silybum marianum","Anemochorous","","",3.5,2,NA,NA,"",NA,"","C3",2.5,1.05,"Biotic","Insect","Insect",0.021785909,NA
"Sinapis","Sinapis alba_Sinapis arvensis","","Anthropochorous","Yellow",1.1,0.6,NA,NA,"",58.033335,"Annual","C3",0.8,0.5605,"Biotic","Insect","",0.0031810744,299.945
"Sinapis alba","Sinapis alba","","Anthropochorous","Yellow",1.1,0.6,NA,NA,"",23.16,"Annual","C3",1,0.696,"Biotic","Insect","",0.0040121488,209.8
"Sinapis arvensis","Sinapis arvensis","","","",NA,NA,NA,NA,"",92.90667,"Annual","C3",0.6,0.425,"","","",0.00235,390.09
"Sinapis arvensis subsp. arvensis","Sinapis arvensis","","","",NA,NA,NA,NA,"",92.90667,"Annual","C3",0.6,0.425,"","","",0.00235,390.09
"Sison","Sison amomum_Sison segetum","Unspecialized","Unspecialized","",NA,NA,NA,NA,"",62.04,"Annual_Biennial","C3",1,0.58125,"Biotic","Insect","Insect",0.00143725,227
"Sison amomum","Sison amomum","Unspecialized","Unspecialized","",NA,NA,NA,NA,"",62.04,"Biennial","C3",1.2,0.6875,"Biotic","Insect","",0.001241,227
"Sison segetum","Sison segetum","","","",NA,NA,NA,NA,"",NA,"Annual","C3",0.8,0.475,"Biotic","Insect","Insect",0.0016335,NA
"Sisymbrella aspera","Sisymbrella aspera","Unspecialized","Anthropochorous","",NA,NA,NA,NA,"",NA,"Annual","",0.25,NA,"Biotic","Insect","",2e-04,NA
"Sisymbrium","Sisymbrium altissimum_Sisymbrium austriacum_Sisymbrium irio_Sisymbrium loeselii_Sisymbrium officinale_Sisymbrium orientale","Anemochorous_Unspecialized","","Yellow",0.566666666666667,0.366666666666667,NA,NA,"",51.0837,"Annual_Biennial","C3",1.06666666666667,0.436805555555556,"Biotic","Insect","Bee_Insect",0.000191990722222222,221.1575
"Sisymbrium altissimum","Sisymbrium altissimum","Anemochorous","","Yellow",NA,NA,NA,NA,"",66.18547,"Annual","C3",1.5,0.523,"Biotic","Insect","Bee",0.0002044445,211.93
"Sisymbrium austriacum","Sisymbrium austriacum","","","",NA,NA,NA,NA,"",NA,"Biennial","C3",0.9,0.25,"Biotic","Insect","Insect",0.0001945,NA
"Sisymbrium irio","Sisymbrium irio","","","Yellow",0.4,0.3,NA,NA,"",NA,"Annual","C3",1,0.3125,"Biotic","Insect","Insect",9.79165e-05,NA
"Sisymbrium loeselii","Sisymbrium loeselii","","","",NA,NA,NA,NA,"",39.601,"Annual","C3",1,0.517,"Biotic","Insect","Bee",0.0001425,182.28
"Sisymbrium officinale","Sisymbrium officinale","Unspecialized","","Yellow",0.4,0.3,NA,NA,"",63.44333,"Annual","C3",1,0.522333333333333,"Biotic","Insect","Insect",0.000284333333333333,267.17
"Sisymbrium orientale","Sisymbrium orientale","Unspecialized","","Yellow",0.9,0.5,NA,NA,"",35.105,"Annual","C3",1,0.496,"Biotic","Insect","Insect",0.00022825,223.25
"Sisymbrium runcinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilax aspera","Smilax aspera","Zoochorous","Endozoochorous","White",NA,NA,NA,NA,"Cyme",NA,"Perennial","C3",1,3,"Biotic","Insect","",0.037912,NA
"Smyrnium olusatrum","Smyrnium olusatrum","","Anthropochorous","Yellow",NA,NA,NA,NA,"Umbel",68.38,"Biennial","C3",1.3,0.75,"Biotic","Insect","Insect",0.0297055,396
"Solanum","Solanum americanum_Solanum chenopodioides_Solanum dulcamara_Solanum lycopersicum_Solanum nigrum_Solanum nitidibaccatum_Solanum tuberosum_Solanum villosum","Zoochorous","Endozoochorous","Yellow",7.95,5.15,1,0.8,"Cyme",41.878145,"Annual_Perennial","C3",1.8375,0.941319444444444,"Biotic","Insect","Insect",0.00373160875238095,252.8575
"Solanum americanum","Solanum americanum","Zoochorous","","",0.9,0.3,NA,NA,"",NA,"","C3",2,1,"Biotic","Insect","Insect",0.000858666666666667,NA
"Solanum chenopodioides","Solanum chenopodioides","Zoochorous","Endozoochorous","",NA,NA,1,0.8,"",NA,"","C3",1.5,NA,"Biotic","Insect","",0.0003075,NA
"Solanum dulcamara","Solanum dulcamara","Zoochorous","Endozoochorous","",NA,NA,NA,NA,"",19.03258,"Perennial","C3",4,1.6125,"Biotic","Insect","Insect",0.0200806035,346.43
"Solanum lycopersicum","Solanum lycopersicum","Zoochorous","","Yellow",15,10,NA,NA,"Cyme",NA,"","C3",3,1.5125,"Biotic","Insect","Insect",0.0026514285,NA
"Solanum nigrum","Solanum nigrum","Zoochorous","","",NA,NA,NA,NA,"",12.725,"Annual","C3",1.5,0.53125,"Biotic","Insect","Insect",0.0007880626,252.25
"Solanum nitidibaccatum","Solanum nitidibaccatum","","","",NA,NA,NA,NA,"",NA,"Annual","",0.5,NA,"","","",NA,NA
"Solanum tuberosum","Solanum tuberosum","","","",NA,NA,NA,NA,"",131.28,"Perennial","C3",1,0.716666666666667,"Biotic","Insect","Insect",7e-04,237.35
"Solanum villosum","Solanum villosum","Zoochorous","Endozoochorous","",NA,NA,NA,NA,"",4.475,"Annual","C3",1.2,0.275,"Biotic","Insect","",0.000735,175.4
"Solidago","Solidago canadensis_Solidago gigantea_Solidago virgaurea","Anemochorous","","",NA,NA,NA,NA,"",15.8283333333333,"Perennial","C3",2,1.225,"Biotic","Insect","Insect",0.000322651833333333,226.006666666667
"Solidago canadensis","Solidago canadensis","Anemochorous","","",NA,NA,NA,NA,"",9.29,"Perennial","C3",2.5,1.2375,"Biotic","Insect","",0.00013512225,258.67
"Solidago gigantea","Solidago gigantea","Anemochorous","","",NA,NA,NA,NA,"",15.17,"Perennial","C3",2.5,1.9375,"Biotic","Insect","Insect",0.00028783325,202.5
"Solidago virgaurea","Solidago virgaurea","Anemochorous","","",NA,NA,NA,NA,"",23.025,"Perennial","C3",1,0.5,"Biotic","Insect","",0.000545,216.85
"Sonchus","Sonchus arvensis_Sonchus asper_Sonchus oleraceus_Sonchus tenerrimus","Anemochorous","Anemochorous","Yellow",NA,NA,2.5,2,"",94.0694433333333,"Annual_Perennial","C3",1.887009266,0.765277777777778,"Biotic","Insect","",0.00039477825,290.67
"Sonchus arvensis","Sonchus arvensis","Anemochorous","","",NA,NA,NA,NA,"",121.92,"Perennial","C3",1.5,0.8625,"Biotic","Insect","",0.00067225,217
"Sonchus arvensis subsp. arvensis","Sonchus arvensis","Anemochorous","","",NA,NA,NA,NA,"",121.92,"Perennial","C3",1.5,0.8625,"Biotic","Insect","",0.00067225,217
"Sonchus arvensis subsp. uliginosus","Sonchus arvensis","Anemochorous","","",NA,NA,NA,NA,"",121.92,"Perennial","C3",1.5,0.8625,"Biotic","Insect","",0.00067225,217
"Sonchus asper","Sonchus asper","Anemochorous","Anemochorous","Yellow",NA,NA,2.5,2,"",54.17333,"Annual","C3",2,0.458333333333333,"Biotic","Insect","",0.000278625,249.74
"Sonchus asper subsp. asper","Sonchus asper","Anemochorous","Anemochorous","Yellow",NA,NA,2.5,2,"",54.17333,"Annual","C3",2,0.458333333333333,"Biotic","Insect","",0.000278625,249.74
"Sonchus asper subsp. glaucescens","Sonchus asper","Anemochorous","Anemochorous","Yellow",NA,NA,2.5,2,"",54.17333,"Annual","C3",2,0.458333333333333,"Biotic","Insect","",0.000278625,249.74
"Sonchus oleraceus","Sonchus oleraceus","Anemochorous","Anemochorous","",NA,NA,NA,NA,"",106.115,"Annual","C3",3.048037064,0.975,"Biotic","Insect","",0.000328238,405.27
"Sonchus tenerrimus","Sonchus tenerrimus","Anemochorous","Anemochorous","Yellow",NA,NA,NA,NA,"",NA,"Annual","C3",1,NA,"Biotic","Insect","",3e-04,NA
"Sorbus","Sorbus aucuparia","Zoochorous","Endozoochorous","",0.8,0.6,NA,NA,"",6.3705,"Perennial","C3",15,11,"Biotic","Insect","Insect",0.0297848834,144.48
"Sorbus aucuparia","Sorbus aucuparia","Zoochorous","Endozoochorous","",0.8,0.6,NA,NA,"",6.3705,"Perennial","C3",15,11,"Biotic","Insect","Insect",0.0297848834,144.48
"Sorbus aucuparia subsp. aucuparia","Sorbus aucuparia","Zoochorous","Endozoochorous","",0.8,0.6,NA,NA,"",6.3705,"Perennial","C3",15,11,"Biotic","Insect","Insect",0.0297848834,144.48
"Sorghum","Sorghum bicolor_Sorghum halepense","Unspecialized","","",0.35,NA,NA,NA,"Panicle",NA,"Annual_Perennial","C4",4.5,2.20833333333333,"Abiotic","Wind","Wind",0.00783052783333335,228.1
"Sorghum bicolor","Sorghum bicolor","Unspecialized","","",NA,NA,NA,NA,"Panicle",NA,"Annual","C4",5,2.86666666666667,"Abiotic","Wind","Wind",0.0120415556666667,228.1
"Sorghum halepense","Sorghum halepense","Unspecialized","","",0.35,NA,NA,NA,"Panicle",NA,"Perennial","C4",4,1.55,"Abiotic","Wind","Wind",0.0036195,NA
"Sparganium erectum","Sparganium erectum","","","",NA,NA,NA,NA,"",138.62,"Perennial","C3",1.5,0.375,"Abiotic","Wind","Wind",0.0170125,194.93
"Spergula","Spergula arvensis_Spergula morisonii_Spergula pentandra","Anemochorous","Anemochorous","White",0.525,0.375,NA,NA,"",0.08105,"Annual","C3",0.633333333333333,0.13,"Biotic","Insect","Insect",0.000235976166666667,152.81
"Spergula arvensis","Spergula arvensis","","","White",0.6,0.5,NA,NA,"",0.115,"Annual","C3",1.2,0.215,"Biotic","Insect","",0.0004079285,188.82
"Spergula morisonii","Spergula morisonii","Anemochorous","Anemochorous","",NA,NA,NA,NA,"",0.0471,"Annual","C3",0.3,0.1,"Biotic","Insect","Insect",0.000161,116.8
"Spergula pentandra","Spergula pentandra","","","White",0.45,0.25,NA,NA,"",NA,"Annual","C3",0.4,0.075,"Biotic","Insect","",0.000139,NA
"Spergularia","Spergula segetalis_Spergularia diandra_Spergularia media_Spergularia rubra","Anemochorous","","",0.45,0.25,NA,NA,"",0.174375,"Annual_Perennial","C3",0.425,0.121,"Biotic","Insect","Fly_Insect",5.41541666666667e-05,230.915
"Spergularia diandra","Spergularia diandra","Anemochorous","","",0.3,0.1,NA,NA,"",NA,"Annual","C3",0.3,0.1,"","","",1.9e-05,NA
"Spergularia media","Spergularia media","","","",0.6,0.4,NA,NA,"",0.20875,"Perennial","C3",1,0.19,"Biotic","Insect","Fly",0.0001110625,293.9
"Spergularia nicaeensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergularia rubra","Spergularia rubra","","","",NA,NA,NA,NA,"",0.14,"","C3",0.3,0.144,"Biotic","Insect","Fly",3.24e-05,167.93
"Spergularia segetalis","Spergula segetalis","","","",NA,NA,NA,NA,"",NA,"Annual","C3",0.1,0.05,"Biotic","Insect","Insect",NA,NA
"Sporobolus","Sporobolus indicus","","","",0.2,0.14,NA,NA,"Panicle",NA,"Perennial","C4",1,0.8,"Abiotic","Wind","Wind",0.0001375,NA
"Sporobolus indicus","Sporobolus indicus","","","",0.2,0.14,NA,NA,"Panicle",NA,"Perennial","C4",1,0.8,"Abiotic","Wind","Wind",0.0001375,NA
"Stachys","Stachys annua_Stachys arvensis_Stachys germanica_Stachys palustris_Stachys recta_Stachys sylvatica","Unspecialized_Zoochorous","","",0.8,0.6,NA,NA,"",10.08805,"Annual_Perennial","C3",0.933333333333333,0.4135,"Biotic","Insect","Bee",0.00115793516666667,316.472
"Stachys annua","Stachys annua","","","",NA,NA,NA,NA,"",NA,"Annual","C3",0.4,0.175,"Biotic","Insect","Bee",0.001026,NA
"Stachys arvensis","Stachys arvensis","Unspecialized","","",0.8,0.6,NA,NA,"",2.175,"Annual","C3",0.6,0.159,"Biotic","Insect","Bee",0.000720666666666667,298
"Stachys germanica","Stachys germanica","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",1.2,0.492,"Biotic","Insect","",0.001466,221
"Stachys germanica subsp. germanica","Stachys germanica","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",1.2,0.492,"Biotic","Insect","",0.001466,221
"Stachys palustris","Stachys palustris","","","",NA,NA,NA,NA,"",9.3772,"Perennial","C3",1.2,0.684,"Biotic","Insect","",0.00103033333333333,359.99
"Stachys recta","Stachys recta","Zoochorous","","",NA,NA,NA,NA,"",7.405,"Perennial","C3",1,0.325,"Biotic","Insect","",0.001505111,285.35
"Stachys recta subsp. labiosa","Stachys recta","Zoochorous","","",NA,NA,NA,NA,"",7.405,"Perennial","C3",1,0.325,"Biotic","Insect","",0.001505111,285.35
"Stachys sylvatica","Stachys sylvatica","","","",NA,NA,NA,NA,"",21.395,"Perennial","C3",1.2,0.646,"Biotic","Insect","Bee",0.0011995,418.02
"Stellaria","Stellaria alsine_Stellaria aquatica_Stellaria graminea_Stellaria media_Stellaria neglecta_Stellaria palustris","Anemochorous","","White",0.6,0.3,NA,NA,"",5.0708325,"Annual_Perennial","C3",0.8,0.330722222222222,"Biotic","Insect","Fly_Insect",0.000726920361111111,460.646
"Stellaria alsine","Stellaria alsine","","","",NA,NA,NA,NA,"",NA,"Perennial","C3",0.5,0.25,"Biotic","Insect","Fly",7.125e-05,NA
